date,uf,city,title,coment,answer,time_answer,coment_client_text,time_client,resolved,business,assessment
2020-06-04 08:30:00,MG,São José da Lapa,PARCEIRO AMBEV VENDE COM UM PREÇO E FATURA COM VALOR MAIOR,"FIZ UMA COMPRA NO DIA 28/05 PARA ENTREGAR NO DIA 03/06 COM PREÇO DO PRODUTO EMBALAGEM 300 ML RETORNÁVEL COM 12,6% DE DESCONTO , POREM AO PRODUTO CHEGAR NA LOJA VEIO COM PREÇO CHEIO !!!ANEXEI OS PRINT QUE TIREI NO DIA DA COMPRA , POIS SE TRATANDO DE PARCEIRO AMBEV NÃO É A PRIMEIRA VEZ QUE ACONTECE ISSOMEU .LIGUEI NO 0800 A MOÇA ME INFORMOU QUE TERIA QUE ABRIR CHAMADO PELO PRÓPRIO PARCEIRO AMBEV.... ACONTECE QUE O SITE FICA QUE ESTA PASSANDO POR PROBLEMAS TÉCNICOS PARA TENTAR DENTRO DE ALGUNS DIASPROTOCOLO 6240984E ISSO NÃO É PELA PANDEMIA.... ISSO SEMPRE OCORRE.","Olá, GuilhermeAgradecemos a sua parceria!Ficamos felizes em ajudar na solução de seu caso. Conte também com a nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00, juntamente com o site Parceiro Ambev.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-06-30 12:28:00,"Problema foi solucionado!!Porém podem melhorar as tratativas diretamente com o cliente, com um canal Ambev especifico para este fim; assim o cliente não precisa perder tempo abrindo reclamação neste canal.Antes de vir para o reclame Aqui, tentei abrir reclamação no parceiro ambev via fone, onde fui direcionado para o site parceiro ambev; onde também não consegui anexar os documentos que comprovavam a compra.",2020-06-30 12:37:00,Resolvido,Sim,8
2020-06-03 17:08:00,RS,Caxias do Sul,Ninguém Para Na Empresa,"Há cerca de 18 anos vendemos os produtos da empresa em nossos estabelecimentos (desde 2011 no CNPJ atual) e sempre fomos bem atendidos. No entanto nos últimos 2 anos a coisa FICOU FEIA!Não para mais vendedor nenhum na empresa! Não se consegue falar com ninguém após as 16:00 (isso vem desde antes da pandemia), as vezes ficamos 10 dias sem conseguir fazer a compra por falta de contato com a empesa (whats, 0800, vendedores e gerentes)! Não é possível localizar ninguém. Hoje após uma hora tentando fazer o nosso pedido me passaram um telefone de outro estado (48-999-343066) que supostamente seria do gerente regional que também não atendeu e eram exatamente 16:00 quando comecei a ligar. Agora são 16:56 e ainda não consegui falar com ninguém!Já tentaram nos fazer usar o APP, mas além de não sabermos lidar com essa ferramenta é extremamente confuso, complexo e há centenas de opções no mix de produtos, dos quais compro 4 ou 5. Não estamos pronto para isso, até porque meus pais que trabalham comigo sequer leem direito e duvido muito que saberiam lidar com esse tipo de ferramenta! Para eles telefone é para TELEFONAR!A grande m... disso tudo é que há um enorme monopólio! A empresa domina o mercado e pensa que pode fazer o que deseja.SE NÃO CONSEGUIR SOLUÇÃO POR AQUI, VOU AO PROCON E AO MPF, mas vou tentar entender o motivo desta GIGANTE não saber quem é o cliente!","Olá, Irlandino. :)Agradecemos a sua parceria!Ficamos felizes em ajudar na solução de seu caso. Conte também com a nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00, juntamente com o site Parceiro Ambev.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-06-24 11:14:00,"O problema foi resolvido momentaneamente. Os vendedores são simpáticos e fazem o seu trabalho. Na minha opinião, o que estraga é o fato da empresa não ter corrente.",2020-06-24 20:06:00,Resolvido,Sim,6
2020-06-03 15:14:00,PE,Jaboatão dos Guararapes,Desrespeito ao cliente!!,"Fiz uma solicitação de um refrigerador no dia 14/04/2020, fui aprovado. Ficaram de me entregar dia 31/05/2020. Mas a mesma NÃO chegou. Falei com vendendor ele diz que não é com ele. Fiz outra reclamação no 0800 da empresa e diz q vai abrir uma ocorrência e pede mais um prazo d quase 30 dias!!!! RESUMINDO NA HORA DE VENDER É BOM, MAS NA HORA DO SUPORTE AO CLIENTE, DEIXA MUITO A DESEJAR!!!!!","Olá, Bruno. :)Agradecemos a sua parceria!Ficamos felizes em ajudar na solução de seu caso. Conte também com a nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00, juntamente com o site Parceiro Ambev.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-06-11 13:37:00,Satisfatório,2020-06-15 15:45:00,Resolvido,Sim,10
2020-06-02 16:38:00,RJ,Itaperuna,Atendimento 0800,"Por semana efetuo de duas a três compras. Nenhuma delas pelo site, afinal, o site nunca está disponível - sempre consta problemas que o deixam inativo e incapaz de efetuar solicitações - aí tenho de recorrer ao 0800. Este, por sua vez, cai no Memorial da Saúde, cai em números aleatórios de outras residências e por aí, quando depois de muitas tentativas finalmente conecta ao canal da Ambev, me obrigando a digitar meu cpf e aguardar por um atendente, quando ou a ligação decide ser finalizada, ou ela conecta ao atendente, mas ninguém dá sinal de vida do outro lado, ou - como agora - o atendente responde, mas apenas fala ""estou sem sistema"", por não estar ouvindo a minha voz OU, o mais COMUM DE TODOS, o atendente conectar mas estar IMPOSSÍVEL efetuar um pedido pois a linha se entrega CHEIA DE CHIADOS!","Olá, Victor. :)Agradecemos a sua parceria!Informamos que as orientações referente a sua manifestação foram enviadas para o e-mail cadastrado. Ficamos felizes em ajudar na solução de seu caso. Conte também com a nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00, juntamente com o site Parceiro Ambev.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-06-08 11:17:00,"Conciso e, por hora resolveu meu problema.",2020-06-12 15:18:00,Resolvido,Sim,8
2020-06-01 13:09:00,MG,Belo Horizonte,Não consigo finalizar cadastro,CPF 510.342.126-72 a mais de um mês com promessas de atendimento e nada do cadastro ficar pronto p,"Olá, Ivanilde. :)Agradecemos a sua parceria!Ficamos felizes em ajudar na solução de seu caso. Conte também com a nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00, juntamente com o site Parceiro Ambev.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-06-26 13:40:00,Muito atencioso e rápido,2020-10-02 09:07:00,Resolvido,Sim,10
2020-05-31 18:45:00,RJ,Rio das Ostras,NÃO APARECE PRODUTOS NO MEU CADASTRO PARA EFETUAR O PEDIDO,A CERCA DE 6 MESES FIS O CADASTRO NO PARCEIRO AMBEV E ENVIEI TODA A DOCUMENTAÇÃO MAS NÃO APARECE NENHUM PRODUTO PARA MIM.REGISTREI UM PROTOCOLO : 6149417 NO 0800 E ME DERAM UM PRAZO DE 10 DIAS JA SE PASSARAM 15 DIAS E NADA LIGUEI NOVAMENTE E NÃO CONSEGUIRAM RESOLVER MEU PROBLEMA A ULTIMA PESSOA QUE FALEI DISSE QUE NÃO HAVIA ENCONTRADO MEU CADASTRO.ESTOU PRECISANDO DOS PRODUTOS,"Olá, xxx.Estamos tentando contado desde o dia 01/06 tanto nos números informados aqui no site quanto por e-mail e não conseguimos :(Queremos ajudar a solucionar seu caso! Só precisamos saber o melhor horário para conversarmos.Caso queira, a nossa Central de Atendimento está disponível no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00, juntamente com o site Parceiro Ambev.Aguardamos seu retorno, ok?Boas vendas!Abraços,Time AmBev.",2020-06-30 12:59:00,Nenhum contato no telefone nem email enviado. a empresa nao não trata o consumidor com repeito.Não tenho mais interesse em fazer negócio com a empresa.,2020-07-15 18:51:00,Não resolvido,Não,0
2020-05-29 07:52:00,MG,Belo Horizonte,Vendedor Jeferson não da atenção nenhuma,"Minha mãe tem um bar e restaurante na região noroeste de BH onde eu e meu marido ajudamos ela.Somos "" atendidos"" por um vendedor chamado Jeferson. O mesmo não nos atende na verdade, não visita, pedimos os preços , ele não passa.Quando conseguimos efetuar um pedido, ele não avisa o valor que deu,e não é por falta de pedir o total. Visto que o pagamento é feito quando o caminhão chega com a mercadoria .Atende com o mais absoluto descaso,nao sei se pelo fato de vendermos uma quantidade pequena, porém muita das vezes tenho q comprar em distribuidora pq ele nao atende","Olá, Marla. :)Agradecemos a sua parceria!Ficamos felizes em ajudar na solução de seu caso. Conte também com a nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00, juntamente com o site Parceiro Ambev.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-06-23 10:32:00,O problema foi resolvido,2020-07-01 14:22:00,Resolvido,Sim,10
2020-05-28 20:10:00,SP,São Paulo,pedido não entregue e cobrança feita,"Sou cliente da Ambev faz muito tempo e ultimamente tenho feito meus pedidos pelo site ParceiroAmbev. Fiz um pedido dia 20/05/20 para ser entregue dia 23/05/20,sábado. Abri o estabelecimento 8:30 e fechei 00:00. E não recebi o pedido. Para minha surpresa, no domingo, a Ambev me manda um email confirmando que o pedido havia sido entregue. Na segunda feira,dia 25/05,liguei no SAC para informar que não havia recebido o pedido. Me falaram que era normal acontecer isso, e que eles tinham até terça feira para me entregar o pedido. Expliquei que o estabelecimento fica fechado durante o dia e a pessoa me informou que deixaria registrada essa informação e que alguém do setor responsável entraria em contato comigo. Dia 26 liguei novamente e o outro atendente disse que realmente constava como entregue, que o boleto iria vencer que estava abrindo um chamado e que eu aguardasse até dia 29/05/20. Mais hoje ,dia 28 resolvi ligar,pois vi pelo site, que constava o boleto pendente. me mandaram aguardar até dia 09 e pagar o boleto, de um pedido que não recebi,para evitar que vá pra protesto,caso não seja pago.E que depois ,se fosse o caso, eles me ressarciriam. Toda vez que recebo um pedido tenho que colocar o carimbo da empresa e assinar. Não existe um setor responsável pela logística e que tenha esses canhotos? Qual a dificuldade de se comprovar o recebimento ou não de um pedido?TENHO QUE ESPERAR O NOME DA MINHA EMPRESA SER PROTESTADO OU PAGAR POR UM PEDIDO QUE NÃO RECEBI ,SEM SABER SE VÃO ME RESSARCIR? UMA EMPRESA DESSE TAMANHO E NINGUÉM CONSEGUE CHEGAR NO CANHOTO DE RECEBIMENTO PARA DESCOBRIR O ERRO? E AINDA ME AMEAÇAM DE PROTESTO ,SENDO QUE ESTOU DESDE SEGUNDA FEIRA EM CONTATO PARA TENTAR RESOLVER? E TIVE QUE CHEGAR ATÉ AQUI,PARA TENTAR SER OUVIDA E VER MEU PROBLEMA RESOLVIDO,SEM MAIORES CONSEQUÊNCIAS. AGUARDO UM BREVE CONTATO.","Olá, Andrea. :)Verificamos que a situação já fora normalizada. Conte também com a nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00, juntamente com o site Parceiro Ambev.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-06-22 16:08:00,"Os atendentes do SAC não são bem orientados em como devem agir nesses casos, mais depois que foi encaminhado para o departamento correto a resolução foi rápida",2020-06-22 18:07:00,Resolvido,Sim,9
2020-05-28 18:01:00,MG,Sabará,Me ajuda ambev!,"É complicado!No ano passado eu tentei trabalhar com os produtos da ambev, através do ""parceiro ambev"" fiz o cadastro com o número do cpf e não obtive êxito, pois, sempre que eu entrava no app constava ""cadastro não ativo"", por fim, depois de inúmeras ligações para a central de atendimento e nenhuma solução... eu desisti. No entanto nessa última semana de maio criei um cnpj e resolvi criar outro cadastro... e continua com o mesmo problema (cadastro não ativo)... E QUANDO EU LIGUEI PARA A CENTRAL DE ATENDIMENTO ME DISSERAM QUE NÃO HAVIA NENHUM PROBLEMA COM O MEU CADASTRO E QUE IRIAM ABRIR UM CHAMADO! Poxa... eu apenas queria trabalhar com os produtos ambev, qual a dificuldade em atender a essa questão levando em consideração que a ambev sobrevive de vendas, logo, é uma relação de benefício mútuo!Por gentileza resolvam essa situação!","Olá, Arrenã. :)Ficamos felizes em ajudar na solução de seu caso. Conte também com a nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00, juntamente com o site Parceiro Ambev.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-07-10 10:38:00,"Olá, Ambev!Eu já entrei em contato com a central de atendimento diversas vezes, abri inúmeras solicitações e até o momento não obtive exito, não consegui concluir um pedido sequer.O meu cadastro continua inativo, por gentileza regularizem essa situação.",2020-07-14 17:31:00,Resolvido,Sim,0
2020-05-28 13:57:00,SP,São Paulo,Fiz um pedido que não foi entregue e a central de atendimento não resolve!,"Fiz um pedido a cerca de uma semana com um voucher de desconto. Esse pedido foi cancelado pela Ambev, disseram que o motivo foi o entregador não encontrar o endereço; O que não faz o menor sentido já que já foi feita entrega aqui no estabelecimento. Agora preciso de um novo voucher para efetuar novo pedido com meu desconto. Porém agora a incompetência começou no setor da Ouvidoria (08007250011) abriram uma solicitação a qual expirou o prazo de solução, continua em aberto. Os atendentes não tem postura adequada em atendimento,não sabem resolver nada e agora alegam que tenho que falar com outro setor responsável (Voucher) o qual preciso ser transferido para conseguir falar. Já passei por cinco atendentes só na data de hoje e ninguém consegue nem ao menos me transferir pois a linha cai na sequência. Estou sendo [Editado pelo Reclame Aqui], já passei um final de semana sem a mercadoria e agora estamos chegando em outro final de semana. De forma que estou sendo muito prejudicado, muito transtorno e nervoso a cada tentativa de falar no setor de Ouvidoria do qual não resolve nada!","Olá, Ana Paula. :)Agradecemos a sua parceria!Ficamos felizes em ajudar na solução de seu caso. Conte também com a nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00, juntamente com o site Parceiro Ambev.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-05-29 15:48:00,Rápido e eficiente.,2020-05-29 15:50:00,Resolvido,Sim,8
2020-05-27 21:29:00,MG,Mata Verde,"Desrespeito com o cliente, pedidos q somem do sistema, preços abusivos","Liguei várias vezes solicitando mercadoria, e todos meus pedidos estam sendo cancelados, liguei várias vezes, primeiro vinham com desculpa de falta de produto, mas meus concorrentes recebendo os mesmos produtos que informavam por e-mail q estavam em falta. Quando liguei para o financeiro do CDD q me atendia, falei sobre um código q estava aparecendo na nota fiscal,onde devia constar o nome do vendedor, q não tinha anteriormente. E a mesma informou q os cadastros com esse código tinham sido cancelados. O problema q nessa pandemia não está vindo vendedor na cidade. E ficamos a Mercer de uma equipe não não está nem aí para seus clientes. Além de tudo isso, meu cadastro foi parar em uma mesa, q não é a q atende a cidade, com isso um fica jogando para o outro e ninguém resolve. Conversando com donos de outros mercados, disseram q estam passando pelo mesmo problema","Olá, Jussiara. :)Agradecemos a sua parceria!Informamos que sua manifestação foi encaminhada aos responsáveis para que atuem nas tratativas. Ficamos felizes em ajudar na solução de seu caso. Conte também com a nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00, juntamente com o site Parceiro Ambev.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-07-20 11:55:00,"Um rapaz me ligou e informou que já teria resolvido meu problema, mas informei q não. Quando passei meu número de CPF, ele confirmou o q eu tinha dito. Uns dias depois meu cadastro realmente foi desbloqueado, porém os preços estam muito acima do real. O q impossibilita xompras",2020-08-20 13:55:00,Não resolvido,Sim,6
2020-05-27 10:51:00,SP,Guarulhos,Atualização de cadastro,Não consigo atualizar o cadastro e nem fazer pedido,"Olá, Wellington. :)Conforme conversamos, para prosseguirmos com o andamento de seu caso precisamos da documentação que mencionamos.Aguardamos seu retorno, ok?Nossa Central de Atendimento está disponível no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00, juntamente com o site Parceiro Ambev.Boas vendas!Abraços,Time AmBev.",2020-05-29 09:13:00,Até o momento não entraram em contato comigo.Pelo watzap não responde,2020-06-03 06:20:00,Resolvido,Sim,10
2020-05-27 10:03:00,PB,Santa Rita,Só vendo Coca Cola no meu estabelecimento pelo fato de não receber visita de vendedor da Ambev,"Há muito tempo entro em conta com a Ambev para receber visita de algum representante da empresa para começar a vender seus produtos, e não recebo. Semanalmente compro da Coca Cola, que por sinal nunca me deu dor de cabeça.",,,oK,2020-06-29 10:26:00,Resolvido,Sim,7
2020-05-26 12:34:00,PE,Recife,AmBev não tem comprometimento com seus revendedores,"Solicitamos um refrigerador expositor e crédito de 14 dias para compras em boletos da AmBev. Para que assim podesse vender os próprios produtos da empresa, poder ter um mix maior, uma exposição e oferta melhor dos produtos em nosso ponto de vendas, mas a empresa que se fiz parceira não se dispõe de ajudar o cliente, diz que já está tudo ok, mas nunca chega o refrigerador e nunca libera o crédito de compras no boleto, sem falar da concorrência desleal de quem atende no Ifood como é meu caso, com quem vende pelo Zé delivery com custo bem menor, tentei por diversas vezes fazer o cadastro na plataforma, mas diz que minha área já está cheia, porém se entrarmos no app, muitas vezes não mostra nenhum estabelecimento disponível, enquanto meu estabelecimento funciona todos os dias da semana até às 00:00","Olá Mauricio,Identificamos que sua reclamação é em nome da empresa M&N Com de Alimentos, informamos que todas as orientações referente a sua manifestação foram enviadas para o e-mail cadastrado.A sua avaliação é muito importante para a gente e vai contribuir para melhorarmos nosso atendimento e processos.Que tal você participar? Queremos saber como foi o seu atendimento por meio deste canal. É rapidinho. Passo a passo:1- Faça seu login no site Reclame Aqui2- No menu superior direito, clique em Minha conta e depois em Minhas reclamações3- Clique no botão verde Responder/Avaliar e faça sua avaliação sobre o nosso atendimento prestado.Sabemos que seu tempo é precioso e agradecemos pela sua atenção.Muito obrigada e boas vendas!Abraços,Time AmBev.",2020-06-01 13:53:00,"Não recebi e-mail, meu cadastro é no nome de Maurício Guedes de Aguiar, conseguimos o prazo de 5 dias, mas referente ao refrigerador expositor, não tivemos posicionamento nenhum da empresa!",2020-06-04 15:42:00,Resolvido,Sim,7
2020-05-26 12:12:00,MT,Paranatinga,Programa mais volume turbo,Participei do programa MAIS VOLUME TURBO fui induzido a comprar produtos para bater metas e finalizei o ano de 2018 com a estabelecida meta alcançada foi prometido que os prêmios seriam entregue até fevereiro de 2019. É até hj nunca entregaram. Fiz diversas reclamações a AMBEV e nunca deram qualquer satisfação. No mês de abril de 2020 recebi uma ligação propondo uma bonificação de 500 reais pata serem retirados em produto Skol 600ml para matar o assunto. Achei um absurdo e desrespeito com clientes desta empresa e não aceitei o programa não daria está premiação que me ofereceram. É sim televisores jogos de mesas e outros.,"Olá, Valcir. :)Agradecemos a sua parceria!Ficamos felizes em ajudar na solução de seu caso. Conte também com a nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00, juntamente com o site Parceiro Ambev.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-07-23 12:33:00,Não foi o esperado e prometido pelo programa mais aceitei a proposta para sanar está anomalia. Agradeço ao reclame aqui pela atençao e consideraçao,2020-09-01 11:53:00,Resolvido,Sim,10
2020-05-25 16:36:00,CE,Fortaleza,Cupom promocional não funcionou.,"Estava navegando no site Parceiro Ambev e vi que havia disponível uma promoção, que segundo a descrição do código promocional CMEJI9GC eu receberia um desconto de 50 reais na próxima compra. Porém não recebi em nenhum dos próximos pedidos. Tentei abri solicitação no site, porém não obtive resposta pelo protocolo 6166590.","Olá, Luan. :)Agradecemos a sua parceria!Ficamos felizes em ajudar na solução de seu caso. Conte também com a nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00, juntamente com o site Parceiro Ambev.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-06-05 11:00:00,"Ótimo atendimento, resolveu meu problema criando outro cupom respeitando as regras.",2020-06-05 11:02:00,Resolvido,Sim,10
2020-05-25 15:03:00,MA,São Luís,Bonificaçao LADO a lado (a LARGO),"Senhores,Fizemos renovação (adesão) ao programa LADO a LADO 2020, em janeiro agora, ver anexo.De acordo com termo de adesão, a cada trimestre temos direito a uma bonificação, de acordo com o volume de compras.Ocorre que já estamos finalizando o mês de maio, e até o momento nada.Entramos em contato com AMBEV em 16/04/2020 de acordo com o protocolo 6056962, e hoje após mais de 30 dias não obtivemos resposta, entendemos o momento que atravessamos, mas nada impede de uma resposta.Continuamos no aguardo.......GratoJN Neto","Olá, JN NetoAgradecemos a sua parceria!Ficamos felizes em ajudar na solução de seu caso. Conte também com a nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00, juntamente com o site Parceiro Ambev.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-07-03 13:14:00,"Demorado, mas resolvido com ajuda do Reclame Aqui.",2020-07-06 12:30:00,Resolvido,Sim,8
2020-05-23 16:05:00,MG,Uberlândia,Não recebimento da entrega,"Realizei um pedido com a AmBev e o vendedor me deu a certeza que chegaria hoje, porém para minha surpresa não veio e ainda me disseram que minha solicitação foi negada por boleta em atraso, sendo que não tenho nenhuma boleta atrasada, perdi várias vendas pela incompetência da empresa.","Olá, Tassiane. :)Agradecemos a sua parceria!Ficamos felizes em ajudar na solução de seu caso. Conte também com a nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00, juntamente com o site Parceiro Ambev.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-05-26 12:24:00,Rápido,2020-08-19 14:30:00,Resolvido,Sim,7
2020-05-23 15:57:00,PB,Sousa,Envio de documentos para completar cadastro do parceiro AmBev,Quero ser cliente AmBev,"Olá, Francisco. :)Agradecemos a sua parceria!Conforme conversamos seu cadastro foi atualizado. Ficamos felizes em ajudar na solução de seu caso. Conte também com a nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00, juntamente com o site Parceiro Ambev.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-05-28 16:23:00,Muito bom,2020-06-08 13:13:00,Resolvido,Sim,10
2020-05-23 15:30:00,SP,São Paulo,Empresa não dá atenção para o cliente,Fiz compras nos dias 14/5/20 duas no dia 19/05/20 é uma no dia 21/05 e nem uma delas foram entregues no meu estabelecimento.Por cima de tudo nem ligaram para dar uma satisfaçãoParceiro Ambev onde ?De parceiro não tem nada...,"Olá, Marcos. :)Agradecemos a sua parceria!Ficamos felizes em ajudar na solução de seu caso. Conte também com a nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00, juntamente com o site Parceiro Ambev.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-06-01 10:30:00,Razoável!,2020-06-11 18:15:00,Resolvido,Sim,3
2020-05-23 10:55:00,RJ,Rio de Janeiro,Pedido não chega,"Desde que fiz o cadastro e passei a fazer pedidos pelo aplicativo Parceiro Ambev, nenhum pedido chegou a mim. Primeiramente estava cadastrado em um central que não atendia minha região (Jacarepaguá), foi trocado para a Central que atende minha região (Campo Grande) mas meus pedidos seguem para todas distantes do meu estabelecimento. Sou de Ilha de Guaratiba e meus pedidos estão indo para Nova Iguaçu, rota totalmente diferente da minha região, que acarreta em devolução dos entregadores à fábrica. Além disso, solicitei algumas vezes para que fosse atendido por vendedor, presencial ou telefone, e não obtive nenhum retorno quanto a essa solicitação.Tentei contato com o 0800 e não conseguem resolver ou não sou atendido. Gostaria de uma solução por parte da Ambev","Olá, Matheus. :)Enviamos as orientações de seu caso no seu e-mail cadastrado, dá uma olhadinha lá. Solicitamos que a avaliação seja realizada somente após a conclusão, para que não seja encerrado automaticamente o atendimento.Nos preocupamos com a satisfação dos nossos clientes e estamos sempre à disposição.Caso queira, a nossa Central de Atendimento está disponível no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00, juntamente com o site Parceiro Ambev.Boas vendas!Abraços,Time AmBev.",2020-06-26 10:37:00,Bom atendimento. Sanaram meu problema.,2021-04-28 06:37:00,Resolvido,Sim,9
2020-05-22 08:24:00,MG,Belo Horizonte,Cancelamento de pedidos,"Após muitas tentativas consegui credenciar meu estabelecimento (Restaurante) na AmBev, mas após isso já realizei 4 pedidos, foi agendado a data da entrega, forma de pagamento e etc. Contudo sempre na data de entrega o pedido é/ou foi cancelado, sem maiores explicações ou motivos.","Olá, Wagner. :)Agradecemos a sua parceria!Ficamos felizes em ajudar na solução de seu caso. Conte também com a nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00, juntamente com o site Parceiro Ambev.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-06-01 14:45:00,"Recebi o contato da empresa e foi identificado o problema, já realizei um novo pedido e já recebi.Recomento a empresa.",2020-06-02 12:51:00,Resolvido,Sim,10
2020-05-22 07:10:00,SP,São Paulo,Entregue não realizada,"Prezados , bom dia.No dia 20/05/2020 realizei um pedido (1220969535), pelo site parceiroambev.com.br, onde eu receberia minha mercadoria no dia seguinte conforme descrito por eles mesmo, porém não recebi, deixei de vender, pois faltou mercadoria e os clientes do meu estabelecimento saíram frustrados. Por favor, preciso de uma solução. Obrigado.","Olá, Sidney. :)Agradecemos a sua parceria!Tivemos a devolutiva hoje que o que ocorreu em seu cadastro foi uma divergência no centro de distribuição que te atende, mas que já fora solucionado. Verificamos que já até recebeu seu último pedido. Ficamos felizes em ajudar na solução de seu caso. Conte também com a nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00, juntamente com o site Parceiro Ambev.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-05-29 09:26:00,Grato,2020-06-01 08:34:00,Resolvido,Sim,10
2020-05-21 20:05:00,DF,Brasília,"DEBITOU NO CARTÃO, MAS NÃO ENTREGARAM A MERCADORIA","NO DIA 21 DE MAIO O MOTORISTA DA EMPRESA PASSOU 3 CARTÕES DIFERENTES E ME INFORMOU QUE A TRANSAÇÃO NÃO TINHA SIDO AUTORIZADA. ENTÃO EU NÃO RECEBI A MERCADORIA. MAS POR PRECAUÇÃO RETIREI UM EXTRATO E O VALOR DE 1389,82 FOI DEBITADO DA CONTA, CONFORME DOC. EM ANEXO. JÁ CONTATEI MOTORISTA, VENDEDOR, SUPERVISOR, A CENTRAL E NÃO OBTIVE RESPOSTA. É PROVÁVEL QUE OS OUTROS CARTÕES TAMBÉM APROVARAM A TRANSAÇÃO. PRECISO DE RETORNO DA EMPRESA URGENTE.","Olá, João. :)Agradecemos a sua parceria!Ficamos felizes em ajudar na solução de seu caso. Conte também com a nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00, juntamente com o site Parceiro Ambev.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-06-30 12:03:00,"A empresa demorou para solucionar o problema. Acredito que se eu não tivesse postado a reclamação aqui, no site, a AmBev não teria resolvido. Precisam melhorar no atendimento por telefone (central de atendimento).",2020-07-27 20:30:00,Resolvido,Sim,7
