DATA,FORNECEDOR,DESTINO,ESTADO/MUNICIPIO,TIPO,QUANTIDADE,valor_(r$),DESTINATARIO,UF,DATA DE ENTREGA
2020-08-21,VYAIRE,Bahia,MUNICIPIO,UTI,2,1.2E7,SMS DE ARACI,BA,2020-08-25T00:00:00.000-03:00
2020-07-24,VYAIRE,Ceara,MUNICIPIO,UTI,5,3.0E7,FORTALEZA - SECRETARIA MUNICIPAL DE SAÚDE,CE,2020-08-07T00:00:00.000-03:00
2020-06-08,WEG,Espirito Santo,MUNICIPIO,UTI,5,3.0E7,SECRETARIA MUNICIPAL DE SAÚDE (LINHARES),ES,2020-06-11T00:00:00.000-03:00
2020-07-24,MAGNAMED,Goias,MUNICIPIO,UTI,10,6.0E7,SANTA HELENA DE GOIAS - SECRETARIA MUNICIPAL DE SAÚDE,GO,2020-08-03T00:00:00.000-03:00
2020-10-29,VYAIRE LTV 2200 USA,Goias,MUNICIPIO,TRANSPORTE USA,1,6312597.0,SMS DE ARUANA,GO,2020-11-03T00:00:00.000-02:00
2021-03-04,KTK,Goias,MUNICIPIO,TRANSPORTE,3,6000000.0,HOSPITAL MUNICIPAL DR EDNALDO BARBOZA MACHADO,GO,2021-03-07T00:00:00.000-03:00
2020-08-09,LEISTUNG,Minas Gerais,MUNICIPIO,UTI,10,6.0E7,SMS DE PIRAPORA,MG,2020-08-14T00:00:00.000-03:00
2021-02-26,KTK,Pernambuco,MUNICIPIO,TRANSPORTE,4,8000000.0,HOSPITAL MUNICIPAL DE JAQUEIRA MARIA HELENA SILVA DE ANDRADE,PE,2021-02-26T00:00:00.000-03:00
2020-06-09,MAGNAMED,Piaui,ESTADO,TRANSPORTE,10,4.829E7,SECRETARIA ESTADUAL DE SAÚDE,PI,2020-06-12T00:00:00.000-03:00
2021-02-18,VYAIRE,Parana,MUNICIPIO,UTI,5,3.0E7,HOSPITAL E MATERNIDADE SANTA CLARA,PR,2021-02-23T00:00:00.000-03:00
2021-02-18,VYAIRE LTV 2200 USA,Rio De Janeiro,MUNICIPIO,TRANSPORTE USA,5,3.1562984E7,HOSPITAL NOSSA SENHORA DO CARMO,RJ,2021-02-23T00:00:00.000-03:00
2020-07-07,MAGNAMED,Rio Grande Do Sul,MUNICIPIO,TRANSPORTE,2,9658000.0,CANOAS - HOSPITAL NOSSA SENHORA DAS GRAÇAS,RS,2020-07-11T00:00:00.000-03:00
2021-03-13,HORTRON,Rio Grande Do Sul,MUNICIPIO,UTI,4,2.4E7,SMS DE ERECHIM,RS,2021-03-15T00:00:00.000-03:00
2020-07-24,KTK,São Paulo,MUNICIPIO,TRANSPORTE,1,2000000.0,MAIRINQUE - SECRETARIA MUNICIPAL DE SAÚDE,SP,2020-07-31T00:00:00.000-03:00
2021-03-04,KTK,São Paulo,MUNICIPIO,TRANSPORTE,10,2.0E7,SECRETARIA MUNICIPAL DE SAUDE DE JAU SP,SP,2021-03-05T00:00:00.000-03:00
2021-03-19,LIFEMED,São Paulo,MUNICIPIO,UTI,3,1.8E7,SECRETARIA MUNICIPAL DE SAUDE DE PRESIDENTE EPITACIO,SP,2021-03-21T00:00:00.000-03:00
2021-04-16,HORTRON,São Paulo,MUNICIPIO,UTI,1,6000000.0,SECR. MUN. DE SAÚDE DE VARGEM,SP,2021-04-17T00:00:00.000-03:00
2021-03-04,KTK,Goias,MUNICIPIO,TRANSPORTE,2,4000000.0,SMS DE FAINA,GO,2021-03-07T00:00:00.000-03:00
2021-03-21,INSPIRAR,Goias,MUNICIPIO,UTI,3,1.8E7,SMS DE ITABERAÍ,GO,2021-03-23T00:00:00.000-03:00
2020-06-26,MAGNAMED,Minas Gerais,MUNICIPIO,TRANSPORTE,5,2.4145E7,SECRETARIA MUNICIPAL DE SAÚDE - SÃO JOÃO DEL REI,MG,2020-06-29T00:00:00.000-03:00
2020-07-24,KTK,Mato Grosso Do Sul,MUNICIPIO,TRANSPORTE,2,4000000.0,INOCENCIA - SECRETARIA MUNICIPAL DE SAÚDE,MS,2020-08-03T00:00:00.000-03:00
2020-06-26,KTK,Mato Grosso,MUNICIPIO,TRANSPORTE,5,1.0E7,SECRETARIA MUNICIPAL DE SAÚDE (SINOP),MT,2020-06-30T00:00:00.000-03:00
2021-04-02,RUSSER BRASIL,Para,MUNICIPIO,UTI,3,1.8E7,UNIDADE DE PRONTO ATENDIMENTO UPA BRAGANCA,PA,2021-04-07T00:00:00.000-03:00
2020-12-18,KTK,Paraiba,MUNICIPIO,TRANSPORTE,2,4000000.0,SMS DE SANTA RITA,PB,2020-12-21T00:00:00.000-02:00
2020-07-17,KTK,Piaui,MUNICIPIO,TRANSPORTE,2,4000000.0,CASTELO DO PIAUI - SECRETARIA MUNICIPAL DE SAÚDE,PI,2020-07-31T00:00:00.000-03:00
2020-07-17,KTK,Piaui,MUNICIPIO,TRANSPORTE,2,4000000.0,JAICOS DO PIAUI- SECRETARIA MUNICIPAL DE SAÚDE,PI,2020-07-31T00:00:00.000-03:00
2020-06-12,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,10,4.829E7,SECRETARIA MUNICIPAL DE SAÚDE (CURITIBA),PR,2020-06-15T00:00:00.000-03:00
2021-03-11,LIFEMED,Parana,MUNICIPIO,UTI,15,9.0E7,SMS DE LONDRINA,PR,2021-03-13T00:00:00.000-03:00
2020-06-06,KTK,Rio Grande Do Norte,MUNICIPIO,TRANSPORTE,10,2.0E7,SECRETARIA MUNICIPAL DE SAÚDE,RN,2020-06-09T00:00:00.000-03:00
2021-02-10,VYAIRE,Rondonia,ESTADO,UTI,30,1.8E8,SECRETARIA ESTADUAL DE SAÚDE DE RONDÔNIA,RO,2021-02-12T00:00:00.000-02:00
2021-03-13,KTK,Rio Grande Do Sul,MUNICIPIO,TRANSPORTE,2,4000000.0,SECR. MUN. DE SAÚDE DE SANTA BARBARA DO SUL,RS,2021-03-16T00:00:00.000-03:00
2020-06-26,MAGNAMED,Santa Catarina,MUNICIPIO,TRANSPORTE,5,2.4145E7,SECRETARIA MUNICIPAL DE SAÚDE (CRICIÚMA),SC,2020-06-28T00:00:00.000-03:00
2020-10-29,VYAIRE LTV 2200 USA,São Paulo,MUNICIPIO,TRANSPORTE USA,1,6312597.0,SMS DE SAO JOSE DO RIO PRETO,SP,2020-11-04T00:00:00.000-02:00
2020-06-26,VYAIRE,Bahia,MUNICIPIO,UTI,1,6000000.0,SECRETARIA MUNICIPAL DE SAÚDE (ITAMARAJU),BA,2020-07-01T00:00:00.000-03:00
2020-07-10,MAGNAMED,Bahia,MUNICIPIO,TRANSPORTE,2,9658000.0,CACULÉ - SECRETARIA MUNICIPAL DE SAÚDE,BA,2020-07-15T00:00:00.000-03:00
2021-02-18,VYAIRE,Bahia,MUNICIPIO,UTI,5,3.0E7,SMS DE PAULO AFONSO,BA,2021-02-23T00:00:00.000-03:00
2021-04-02,RUSSER BRASIL,Distrito Federal,ESTADO,UTI,16,9.6E7,HOSPITAL REGIONAL DA ASA NORTE,DF,2021-04-05T00:00:00.000-03:00
2020-08-27,MAGNAMED,Goias,MUNICIPIO,TRANSPORTE,1,4829000.0,SMS DE GOIATUBA,GO,2020-09-01T00:00:00.000-03:00
2021-03-04,KTK,Goias,MUNICIPIO,TRANSPORTE,4,8000000.0,SMS DE GAMELEIRA DE GOIAS,GO,2021-03-06T00:00:00.000-03:00
2021-03-19,HORTRON,Minas Gerais,MUNICIPIO,UTI,3,1.8E7,SMS DE ABADIA DOS DOURADOS,MG,2021-03-21T00:00:00.000-03:00
2020-07-31,KTK,Paraiba,MUNICIPIO,TRANSPORTE,2,4000000.0,SMS DE CONDE,PB,2020-08-08T00:00:00.000-03:00
2021-04-08,INSPIRAR,Paraiba,MUNICIPIO,UTI,3,1.8E7,SMS DE SÃO BENTO,PB,2021-04-11T00:00:00.000-03:00
2020-07-10,MAGNAMED,Tocantins,MUNICIPIO,TRANSPORTE,3,1.4487E7,COLINAS DO TOCANTINS - SECRETARIA MUNICIPAL DE SAÚDE,TO,2020-07-15T00:00:00.000-03:00
2021-03-11,KTK,Ceara,MUNICIPIO,TRANSPORTE,3,6000000.0,SECRETARIA MUNICIPAL DE SAUDE DE PALMACIA,CE,2021-03-15T00:00:00.000-03:00
2020-07-24,KTK,Espirito Santo,ESTADO,TRANSPORTE,7,1.4E7,VITORIA - SECRETARIA ESTADUAL DE SAÚDE,ES,2020-07-31T00:00:00.000-03:00
2020-06-09,WEG,Goias,ESTADO,UTI,15,9.0E7,SECRETARIA ESTADUAL DE SAÚDE,GO,2020-06-10T00:00:00.000-03:00
2021-03-17,LIFEMED,Goias,MUNICIPIO,UTI,4,2.4E7,HOSPITAL MUNICIPAL DR EVARISTO VILELA MACHADO,GO,2021-03-20T00:00:00.000-03:00
2021-04-02,RUSSER BRASIL,Maranhão,MUNICIPIO,UTI,10,6.0E7,HOSPITAL DE REF EST DE ALTA COMPLEXIDADE DR CARLOS MACIEIRA,MA,2021-04-07T00:00:00.000-03:00
2021-03-11,KTK,Minas Gerais,MUNICIPIO,TRANSPORTE,3,6000000.0,SMS DE SÃO GONÇALO DO ABAETÉ,MG,2021-03-14T00:00:00.000-03:00
2020-06-26,VYAIRE,Mato Grosso,MUNICIPIO,UTI,10,6.0E7,SECRETARIA MUNICIPAL DE SAÚDE  (CUIABÁ),MT,2020-07-01T00:00:00.000-03:00
2021-03-13,KTK,Mato Grosso,MUNICIPIO,TRANSPORTE,5,1.0E7,SMS DE SALTO DO CÉU,MT,2021-03-16T00:00:00.000-03:00
2020-11-20,MAGNAMED,Parana,MUNICIPIO,UTI,2,1.2E7,SMS DE TELEMACO BORBA,PR,2020-11-27T00:00:00.000-02:00
2020-08-14,MAGNAMED,Rio De Janeiro,MUNICIPIO,TRANSPORTE,5,2.4145E7,SMS DE PORTO REAL,RJ,2020-08-17T00:00:00.000-03:00
2020-07-17,VYAIRE,Rio Grande Do Sul,MUNICIPIO,UTI,15,9.0E7,PORTO ALEGRE - SECRETARIA MUNICIPAL DE SAÚDE,RS,2020-07-23T00:00:00.000-03:00
2021-03-13,KTK,Rio Grande Do Sul,MUNICIPIO,TRANSPORTE,5,1.0E7,HOSPITAL MONTENEGRO,RS,2021-03-16T00:00:00.000-03:00
2021-03-13,KTK,Rio Grande Do Sul,MUNICIPIO,TRANSPORTE,6,1.2E7,HOSPITAL CASA DE SAÚDE,RS,2021-03-16T00:00:00.000-03:00
2020-07-10,MAGNAMED,Acre,ESTADO,TRANSPORTE,5,2.4145E7,RIO BRANCO - SECRETARIA ESTADUAL DE SAÚDE,AC,2020-07-21T00:00:00.000-03:00
2020-07-17,VYAIRE,Alagoas,MUNICIPIO,UTI,7,4.2E7,ARAPIRACA - SECRETARIA MUNICIPAL DE SAÚDE,AL,2020-07-31T00:00:00.000-03:00
2020-12-23,VYAIRE,Amazonas,ESTADO,UTI,5,3.0E7,HOSPITAL E PRONTO SOCORRO DA CRIANCA ZON,AM,2020-12-24T00:00:00.000-02:00
2020-08-14,VYAIRE,Bahia,MUNICIPIO,UTI,2,1.2E7,SMS DE SERRA DOURADA,BA,2020-08-18T00:00:00.000-03:00
2021-03-11,KTK,Bahia,MUNICIPIO,TRANSPORTE,5,1.0E7,SMS DE CONCEIÇÃO DO ALMEIDA,BA,2021-03-13T00:00:00.000-03:00
2020-08-09,MAGNAMED,Goias,MUNICIPIO,TRANSPORTE,2,9658000.0,SMS DE SILVANIA,GO,2020-08-14T00:00:00.000-03:00
2020-09-11,KTK,Minas Gerais,MUNICIPIO,UTI,3,1.8E7,SMS DE ITANHANDU,MG,2020-09-14T00:00:00.000-03:00
2021-02-18,VYAIRE LTV 2200 USA,Minas Gerais,MUNICIPIO,TRANSPORTE USA,6,3.7875584E7,SMS DE MONTE CARMELO,MG,2021-02-21T00:00:00.000-03:00
2020-07-24,KTK,Mato Grosso Do Sul,MUNICIPIO,TRANSPORTE,5,1.0E7,COSTA RICA - SECRETARIA MUNICIPAL DE SAÚDE,MS,2020-08-03T00:00:00.000-03:00
2020-08-27,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,2,9658000.0,SMS DE CORBELIA,PR,2020-09-02T00:00:00.000-03:00
2021-01-22,VYAIRE,Rio De Janeiro,MUNICIPIO,UTI,10,6.0E7,HOSPITAL SAO VICENTE DE PAULO,RJ,2021-01-25T00:00:00.000-02:00
2021-01-22,VYAIRE,Rio De Janeiro,MUNICIPIO,UTI,7,4.2E7,HOSPITAL MUNICIPAL DE ITAOCARA,RJ,2021-01-25T00:00:00.000-02:00
2020-07-24,MAGNAMED,Santa Catarina,MUNICIPIO,TRANSPORTE,2,9658000.0,PRAIA GRANDE - SECRETARIA MUNICIPAL DE SAÚDE,SC,2020-08-03T00:00:00.000-03:00
2020-09-09,KTK,Tocantins,MUNICIPIO,TRANSPORTE,10,2.0E7,SECR. MUN. DE SAÚDE DE PALMAS,TO,2020-09-12T00:00:00.000-03:00
2021-03-04,KTK,Bahia,MUNICIPIO,TRANSPORTE,3,6000000.0,HOSPITAL MUNICIPAL DR ALTINO LEMOS SANTIAGO,BA,2021-03-09T00:00:00.000-03:00
2020-08-27,MAGNAMED,Goias,MUNICIPIO,UTI,3,1.8E7,SMS DE SENADOR CANEDO,GO,2020-09-01T00:00:00.000-03:00
2021-04-16,LIFEMED,Maranhão,MUNICIPIO,UTI,1,6000000.0,HOSPITAL DE MAGALHAES DE ALMEIDA,MA,2021-04-21T00:00:00.000-03:00
2020-08-03,VYAIRE LTV 1200 USA,Mato Grosso Do Sul,MUNICIPIO,TRANSPORTE USA,40,2.52503872E8,SECRETARIA MUNICIPAL DE SAÚDE DE CAMPO GRANDE,MS,2020-08-05T00:00:00.000-03:00
2020-09-03,MAGNAMED,Mato Grosso,MUNICIPIO,TRANSPORTE,1,4829000.0,SMS DE ITIQUIRA,MT,2020-09-11T00:00:00.000-03:00
2021-02-26,KTK,Pernambuco,MUNICIPIO,TRANSPORTE,1,2000000.0,SMS DE ALIANCA,PE,2021-02-26T00:00:00.000-03:00
2021-03-19,INSPIRAR,Parana,MUNICIPIO,UTI,2,1.2E7,SMS DE TUPÃSSI,PR,2021-03-23T00:00:00.000-03:00
2020-07-07,MAGNAMED,Rondonia,MUNICIPIO,TRANSPORTE,15,7.2435E7,PORTO VELHO - CERO -  CENTRO DE REABILITAÇÃO DE RONDÔNIA,RO,2020-07-16T00:00:00.000-03:00
2021-03-29,LIFEMED,São Paulo,MUNICIPIO,UTI,10,6.0E7,UPA PAULICEIA TABOAO,SP,2021-03-30T00:00:00.000-03:00
2020-06-04,VYAIRE,Bahia,ESTADO,UTI,40,2.4E8,SECRETARIA ESTADUAL DE SAÚDE,BA,2020-06-05T00:00:00.000-03:00
2020-07-31,KTK,Bahia,MUNICIPIO,TRANSPORTE,5,1.0E7,SMS DE VITORIA DA CONQUISTA,BA,2020-08-08T00:00:00.000-03:00
2021-03-11,LIFEMED,Bahia,MUNICIPIO,UTI,10,6.0E7,SES BAHIA,BA,2021-03-15T00:00:00.000-03:00
2020-07-07,MAGNAMED,Ceara,MUNICIPIO,TRANSPORTE,15,7.2435E7,FORTALEZA - HOSPITAL LEONARDO DA VINCI,CE,2020-07-16T00:00:00.000-03:00
2020-06-26,VYAIRE,Goias,MUNICIPIO,UTI,10,6.0E7,SECRETARIA MUNICIPAL DE SAÚDE (GOIÁS),GO,2020-06-29T00:00:00.000-03:00
2020-07-31,KTK,Goias,ESTADO,TRANSPORTE,5,1.0E7,SES GOIAS,GO,2020-08-08T00:00:00.000-03:00
2021-02-05,KTK,Maranhão,MUNICIPIO,TRANSPORTE,2,4000000.0,CENTRO DE ESPECIALIDADES GOVERNADOR LUIZ ROCHA,MA,2021-02-09T00:00:00.000-02:00
2021-04-16,LIFEMED,Maranhão,MUNICIPIO,UTI,1,6000000.0,HOSPITAL MUNICIPAL DR ZECA MOREIRA,MA,2021-04-21T00:00:00.000-03:00
2020-06-08,MAGNAMED,Minas Gerais,ESTADO,TRANSPORTE,20,9.658E7,SECRETARIA ESTADUAL DE SAÚDE,MG,2020-06-10T00:00:00.000-03:00
2020-07-24,KTK,Minas Gerais,MUNICIPIO,TRANSPORTE,2,4000000.0,MARTINS SOARES - SECRETARIA MUNICIPAL DE SAÚDE,MG,2020-08-03T00:00:00.000-03:00
2021-04-16,LIFEMED,Paraiba,MUNICIPIO,UTI,1,6000000.0,HOSPITAL E MATERNIDADE MAE TEREZA,PB,2021-04-20T00:00:00.000-03:00
2020-06-26,KTK,Rio De Janeiro,MUNICIPIO,UTI,4,2.4E7,SECRETARIA MUNICIPAL DE SAÚDE (RIO BONITO),RJ,2020-07-02T00:00:00.000-03:00
2020-11-26,VYAIRE,Rio De Janeiro,ESTADO,UTI,10,6.0E7,HOSPITAL GERAL DE BONSUCESSO,RJ,2020-11-30T14:58:00.000-02:00
2020-08-14,VYAIRE,Rio Grande Do Norte,MUNICIPIO,UTI,2,1.2E7,SMS DE TOUROS,RN,2020-08-18T00:00:00.000-03:00
2020-07-31,KTK,Rio Grande Do Sul,MUNICIPIO,TRANSPORTE,1,2000000.0,SMS DE CAMBARA DO SUL,RS,2020-08-07T00:00:00.000-03:00
2021-02-25,VYAIRE LTV 2200 USA,Santa Catarina,MUNICIPIO,TRANSPORTE USA,20,1.26251936E8,SECRET. MUN. DE SAÚDE DE XANXERE,SC,2021-02-28T00:00:00.000-03:00
2021-03-31,RUSSER BRASIL,São Paulo,ESTADO,UTI,5,3.0E7,HOSPITAL DE CAMPANHA COVID 19 HOSPITAL DE URGENCIA,SP,2021-04-01T00:00:00.000-03:00
2021-04-19,HORTRON,São Paulo,MUNICIPIO,UTI,3,1.8E7,SMS DE VOTUPORANGA,SP,2021-04-20T00:00:00.000-03:00
2020-05-21,MAGNAMED,Acre,ESTADO,TRANSPORTE,10,4.829E7,SECRETARIA ESTADUAL DE SAÚDE,AC,2020-05-23T00:00:00.000-03:00
2020-05-15,MAGNAMED,Amazonas,MUNICIPIO,TRANSPORTE,10,4.829E7,SECRETARIA MUNICIPAL DE SAÚDE (TABATINGA) OBS: ENTREGUES NA FOÇA AÉREA BRASILEIRA FAB/SP,AM,2020-05-16T00:00:00.000-03:00
2020-07-10,MAGNAMED,Ceara,MUNICIPIO,TRANSPORTE,1,4829000.0,CAPISTRANO - SECRETARIA  MUNICIPAL DE SAÚDE,CE,2020-07-15T00:00:00.000-03:00
2020-12-12,VYAIRE,Espirito Santo,MUNICIPIO,UTI,10,6.0E7,SMS DE  CACHOEIRO DE ITAPEMIRIM,ES,2020-12-13T00:00:00.000-02:00
2021-03-04,KTK,Goias,MUNICIPIO,TRANSPORTE,1,2000000.0,HOSPITAL MUNICIPAL SANTO ANTONIO OUVIDOR,GO,2021-03-07T00:00:00.000-03:00
2020-09-24,KTK,Parana,MUNICIPIO,UTI,2,1.2E7,SMS DE GUAIRA,PR,2020-09-28T00:00:00.000-03:00
2021-02-10,VYAIRE,Parana,MUNICIPIO,UTI,1,6000000.0,HOSPITAL MUNICIPAL JOAO ALEXANDRE,PR,2021-02-18T00:00:00.000-02:00
2021-04-19,HORTRON,Parana,MUNICIPIO,UTI,1,6000000.0,SMS DE CAFELÂNDIA,PR,2021-04-22T00:00:00.000-03:00
2020-07-07,MAGNAMED,Rio De Janeiro,MUNICIPIO,TRANSPORTE,10,4.829E7,HOSPITAL DOUTOR LUIZ PALMIER,RJ,2020-07-10T00:00:00.000-03:00
2020-11-26,LEISTUNG,Rio De Janeiro,ESTADO,UTI,10,6.0E7,INI  INSTITUTO NACIONAL DE INFECTOLOGIA,RJ,2020-11-30T11:43:00.000-02:00
2020-07-07,MAGNAMED,Rio Grande Do Sul,MUNICIPIO,TRANSPORTE,3,1.4487E7,SÃO GABRIEL - HOSPITAL SANTA CASA DE SÃO GABRIEL,RS,2020-07-12T00:00:00.000-03:00
2020-07-07,VYAIRE,Rio Grande Do Sul,MUNICIPIO,UTI,5,3.0E7,TAQUARA - HOSPITAL BOM JESUS,RS,2020-07-11T00:00:00.000-03:00
2020-12-23,VYAIRE LTV 2200 USA,Rio Grande Do Sul,MUNICIPIO,TRANSPORTE USA,1,6312597.0,HOSPITAL SAO PATRICIO DE ITAQUI,RS,2020-12-30T00:00:00.000-02:00
2021-03-11,KTK,São Paulo,MUNICIPIO,TRANSPORTE,2,4000000.0,SMS DE MONTE AZUL PAULISTA,SP,2021-03-13T00:00:00.000-03:00
2020-07-07,VYAIRE,Acre,MUNICIPIO,UTI,10,6.0E7,CRUZEIRO DO SUL - HOASPITAL REGIONAL DE JURUÁ,AC,2020-07-19T00:00:00.000-03:00
2020-07-10,MAGNAMED,Ceara,MUNICIPIO,TRANSPORTE,1,4829000.0,MOMBAÇA - SECRETARIA  MUNICIPAL DE SAÚDE,CE,2020-07-15T00:00:00.000-03:00
2020-07-10,MAGNAMED,Ceara,MUNICIPIO,TRANSPORTE,4,1.9316E7,TAUÁ - SECRETARIA  MUNICIPAL DE SAÚDE,CE,2020-07-15T00:00:00.000-03:00
2020-06-12,VYAIRE,Goias,MUNICIPIO,UTI,10,6.0E7,SECRETARIA MUNICIPAL DE SAÚDE (GOIÂNIA),GO,2020-06-15T00:00:00.000-03:00
2020-08-27,MAGNAMED,Goias,MUNICIPIO,TRANSPORTE,2,9658000.0,SMS DE SAO DOMINGOS,GO,2020-09-02T00:00:00.000-03:00
2020-09-03,KTK,Goias,MUNICIPIO,TRANSPORTE,5,1.0E7,SMS DE NOVO GAMA,GO,2020-09-08T00:00:00.000-03:00
2020-07-10,VYAIRE,Mato Grosso Do Sul,ESTADO,UTI,20,1.2E8,CAMPO GRANDE - SECRETARIA ESTADUAL DE SAÚDE,MS,2020-07-13T00:00:00.000-03:00
2020-07-07,VYAIRE,Paraiba,MUNICIPIO,UTI,10,6.0E7,JOÃO PESSOA - HOSPITAL SANTA PAULA,PB,2020-07-14T00:00:00.000-03:00
2020-11-20,MAGNAMED,Parana,MUNICIPIO,UTI,2,1.2E7,SMS DE COLORADO,PR,2020-11-25T00:00:00.000-02:00
2020-08-21,MAGNAMED,Rondonia,MUNICIPIO,TRANSPORTE,1,4829000.0,SMS DE SAO FELIPE D OESTE,RO,2020-08-29T00:00:00.000-03:00
2020-06-26,MAGNAMED,Rio Grande Do Sul,MUNICIPIO,TRANSPORTE,1,4829000.0,SECRETARIA MUNICIPAL DE SAÚDE (PASSO FUNDO),RS,2020-06-29T00:00:00.000-03:00
2021-02-26,KTK,Rio Grande Do Sul,MUNICIPIO,TRANSPORTE,2,4000000.0,HOSPITAL SAO JOAO BATISTA NOVA BRESCIA,RS,2021-02-26T00:00:00.000-03:00
2020-06-16,VYAIRE,São Paulo,MUNICIPIO,UTI,2,1.2E7,SECRETARIA MUNICIPAL DE SAÚDE (ITAPEVA),SP,2020-06-17T00:00:00.000-03:00
2020-07-10,MAGNAMED,Tocantins,MUNICIPIO,TRANSPORTE,2,9658000.0,TOCANTINÓPOLIS - SECRETARIA MUNICIPAL DE SAÚDE,TO,2020-07-15T00:00:00.000-03:00
2020-07-04,VYAIRE,Alagoas,ESTADO,UTI,10,6.0E7,SECRETARIA ESTADUAL DE SAÚDE,AL,2020-07-06T00:00:00.000-03:00
2021-02-18,VYAIRE,Bahia,MUNICIPIO,UTI,5,3.0E7,SMS DE ILHEUS,BA,2021-02-22T00:00:00.000-03:00
2020-06-09,MAGNAMED,Distrito Federal,ESTADO,TRANSPORTE,25,1.20725E8,SECRETARIA ESTADUAL DE SAÚDE,DF,2020-06-10T00:00:00.000-03:00
2020-07-17,VYAIRE,Mato Grosso Do Sul,ESTADO,UTI,5,3.0E7,CAMPO GRANDE - SECRETARIA ESTADUAL DE SAÚDE,MS,2020-07-24T00:00:00.000-03:00
2020-07-24,KTK,Paraiba,ESTADO,TRANSPORTE,5,1.0E7,JOAO PESSOA - SECRETARIA ESTADUAL DE SAÚDE,PB,2020-08-07T00:00:00.000-03:00
2020-07-07,MAGNAMED,Pernambuco,MUNICIPIO,TRANSPORTE,5,2.4145E7,GARANHUNS - HOSPITAL REGIONAL DOM MOURA,PE,2020-07-14T00:00:00.000-03:00
2021-02-18,VYAIRE,Pernambuco,MUNICIPIO,UTI,2,1.2E7,UNIDADE MISTA MARIA TEREZA BRENANND COELHO,PE,2021-02-23T00:00:00.000-03:00
2020-10-26,KTK,Piaui,MUNICIPIO,TRANSPORTE,1,2000000.0,SECR MUN DE SAUDE DE AGUA BRANCA,PI,2020-11-03T00:00:00.000-02:00
2020-08-21,VYAIRE,Rio De Janeiro,MUNICIPIO,UTI,2,1.2E7,SMS DE APERIBE,RJ,2020-08-24T00:00:00.000-03:00
2020-09-24,KTK,Rio De Janeiro,MUNICIPIO,UTI,6,3.6E7,SMS DE MIRACEMA,RJ,2020-09-29T00:00:00.000-03:00
2021-02-26,KTK,Rondonia,ESTADO,TRANSPORTE,30,6.0E7,SES RONDONIA,RO,2021-02-26T00:00:00.000-03:00
2020-07-07,MAGNAMED,Rio Grande Do Sul,MUNICIPIO,TRANSPORTE,2,9658000.0,SANTA ROSA - HOSPITAL VIDA E SAUDE ABOSCO,RS,2020-07-13T00:00:00.000-03:00
2020-07-24,VYAIRE,São Paulo,MUNICIPIO,UTI,2,1.2E7,BURITAMA - SECRETARIA MUNICIPAL DE SAÚDE,SP,2020-07-31T00:00:00.000-03:00
2020-07-07,MAGNAMED,Bahia,MUNICIPIO,TRANSPORTE,5,2.4145E7,VITÓRIA DA CONQUISTA - HOSPITAL DAS CLÍNICAS DE CONQUISTA,BA,2020-07-12T00:00:00.000-03:00
2020-07-24,KTK,Bahia,MUNICIPIO,TRANSPORTE,1,2000000.0,POJUCA - SECRETARIA MUNICIPAL DE SAÚDE,BA,2020-08-07T00:00:00.000-03:00
2020-08-14,VYAIRE,Bahia,MUNICIPIO,UTI,20,1.2E8,SMS DE JUAZEIRO,BA,2020-08-18T00:00:00.000-03:00
2021-04-16,LIFEMED,Bahia,MUNICIPIO,UTI,1,6000000.0,SMS DE SERRA PRETA,BA,2021-04-20T00:00:00.000-03:00
2020-06-26,MAGNAMED,Ceara,MUNICIPIO,TRANSPORTE,1,4829000.0,SECRETARIA MUNICIPAL DE SAÚDE (CRATO),CE,2020-06-30T00:00:00.000-03:00
2020-07-10,MAGNAMED,Ceara,MUNICIPIO,TRANSPORTE,4,1.9316E7,TIANGUÁ - SECRETARIA  MUNICIPAL DE SAÚDE,CE,2020-07-17T00:00:00.000-03:00
2020-07-24,KTK,Espirito Santo,MUNICIPIO,UTI,2,1.2E7,IUNA - SECRETARIA MUNICIPAL DE SAÚDE,ES,2020-07-31T00:00:00.000-03:00
2020-09-03,MAGNAMED,Espirito Santo,MUNICIPIO,UTI,2,1.2E7,SMS DE ITAGUACU,ES,2020-09-06T00:00:00.000-03:00
2021-03-04,KTK,Goias,MUNICIPIO,TRANSPORTE,2,4000000.0,SMS DE CUMARI,GO,2021-03-07T00:00:00.000-03:00
2020-08-14,VYAIRE,Maranhão,MUNICIPIO,UTI,1,6000000.0,SMS DE PARNARAMA,MA,2020-08-18T00:00:00.000-03:00
2021-01-28,VYAIRE,Maranhão,MUNICIPIO,UTI,1,6000000.0,UBS BOCA DO CERCADO,MA,2021-02-01T00:00:00.000-02:00
2021-04-08,LIFEMED,Mato Grosso Do Sul,MUNICIPIO,UTI,2,1.2E7,SMS DE NAVIRA,MS,2021-04-11T00:00:00.000-03:00
2020-06-26,MAGNAMED,Paraiba,MUNICIPIO,TRANSPORTE,2,9658000.0,SECRETARIA MUNICIPAL DE SAÚDE (UIRAUNA),PB,2020-07-02T00:00:00.000-03:00
2020-06-26,KTK,Rio De Janeiro,MUNICIPIO,UTI,1,6000000.0,SECRETARIA MUNICIPAL DE SAÚDE (QUEIMADOS),RJ,2020-07-02T00:00:00.000-03:00
